time,demoic_acid_concentration
2010-11-15T00:00:00Z,1
2010-12-15T00:00:00Z,1
2011-01-15T00:00:00Z,1
2011-02-15T00:00:00Z,0
2011-03-15T00:00:00Z,0
2011-04-15T00:00:00Z,0
2011-05-15T00:00:00Z,1
2011-06-15T00:00:00Z,0
2011-07-15T00:00:00Z,0
2011-08-15T00:00:00Z,0
2011-09-15T00:00:00Z,0
2011-10-15T00:00:00Z,0
2011-11-15T00:00:00Z,0
2011-12-15T00:00:00Z,0
2012-01-15T00:00:00Z,0
2012-02-15T00:00:00Z,0
2012-03-15T00:00:00Z,0
2012-04-15T00:00:00Z,0
2012-05-15T00:00:00Z,0
2012-06-15T00:00:00Z,0
2012-07-15T00:00:00Z,0
2012-08-15T00:00:00Z,1
2012-09-15T00:00:00Z,2
2012-10-15T00:00:00Z,3
2012-11-15T00:00:00Z,2
2012-12-15T00:00:00Z,2
2013-01-15T00:00:00Z,2
2013-02-15T00:00:00Z,1
2013-03-15T00:00:00Z,2
2013-04-15T00:00:00Z,1
2013-05-15T00:00:00Z,1
2013-06-15T00:00:00Z,1
2013-07-15T00:00:00Z,2
2013-08-15T00:00:00Z,3
2013-09-15T00:00:00Z,3
2013-10-15T00:00:00Z,3
2013-11-15T00:00:00Z,4
2013-12-15T00:00:00Z,6
2014-01-15T00:00:00Z,6
2014-02-15T00:00:00Z,3
2014-03-15T00:00:00Z,3
2014-04-15T00:00:00Z,4
2014-05-15T00:00:00Z,4
2014-06-15T00:00:00Z,3
2014-07-15T00:00:00Z,2
2014-08-15T00:00:00Z,2
2014-09-15T00:00:00Z,1
2014-10-15T00:00:00Z,1
2014-11-15T00:00:00Z,2
2014-12-15T00:00:00Z,2
2015-01-15T00:00:00Z,1
2015-02-15T00:00:00Z,1
2015-03-15T00:00:00Z,1
2015-04-15T00:00:00Z,3
2015-05-15T00:00:00Z,169
2015-06-15T00:00:00Z,152
2015-07-15T00:00:00Z,99
2015-08-15T00:00:00Z,75
2015-09-15T00:00:00Z,68
2015-10-15T00:00:00Z,74
2015-11-15T00:00:00Z,36
2015-12-15T00:00:00Z,50
2016-01-15T00:00:00Z,53
2016-02-15T00:00:00Z,37
2016-03-15T00:00:00Z,30
2016-04-15T00:00:00Z,36
2016-05-15T00:00:00Z,31
2016-06-15T00:00:00Z,20
2016-07-15T00:00:00Z,14
2016-08-15T00:00:00Z,11
2016-09-15T00:00:00Z,29
2016-10-15T00:00:00Z,26
2016-11-15T00:00:00Z,28
2016-12-15T00:00:00Z,35
2017-01-15T00:00:00Z,34
2017-02-15T00:00:00Z,52
2017-03-15T00:00:00Z,36
2017-04-15T00:00:00Z,44
2017-05-15T00:00:00Z,41
2017-06-15T00:00:00Z,34
2017-07-15T00:00:00Z,14
2017-08-15T00:00:00Z,23
2017-09-15T00:00:00Z,13
2017-10-15T00:00:00Z,11
2017-11-15T00:00:00Z,10
2017-12-15T00:00:00Z,13
2018-01-15T00:00:00Z,9
2018-02-15T00:00:00Z,12
2018-03-15T00:00:00Z,8
2018-04-15T00:00:00Z,7
2018-05-15T00:00:00Z,5
2018-06-15T00:00:00Z,3
2018-07-15T00:00:00Z,2
2018-08-15T00:00:00Z,2
2018-09-15T00:00:00Z,2
2018-10-15T00:00:00Z,3
2018-11-15T00:00:00Z,3
2018-12-15T00:00:00Z,4
